Date, Close/Last, Volume, Open, High, Low
09/19/2019, $17.46, 1297672, $17.33, $17.695, $17.33
09/18/2019, $17.37, 1775957, $17.48, $17.57, $17.1
09/17/2019, $17.48, 2284360, $16.53, $17.53, $16.4
09/16/2019, $16.46, 2313131, $15.96, $16.64, $15.92
09/13/2019, $15.96, 1305317, $15.9, $16.15, $15.75
09/12/2019, $15.83, 1165539, $15.79, $15.93, $15.41
09/11/2019, $15.64, 1536177, $14.93, $15.68, $14.92
09/10/2019, $14.93, 1567181, $14.96, $15.1414, $14.62
09/09/2019, $14.95, 1777907, $15.05, $15.365, $14.8
09/06/2019, $15.03, 813192, $15.3, $15.4518, $14.98
09/05/2019, $15.3, 1253333, $15.51, $15.8, $15.235
09/04/2019, $15.33, 1141934, $15.08, $15.41, $14.9
09/03/2019, $14.79, 1548683, $15.31, $15.56, $14.675
08/30/2019, $15.33, 1780564, $15.27, $15.39, $15.04
08/29/2019, $15.17, 1035845, $14.97, $15.25, $14.88
08/28/2019, $14.82, 1411542, $14.71, $15.1, $14.6
08/27/2019, $14.84, 1162551, $15.32, $15.452, $14.73
08/26/2019, $15.18, 1445147, $14.9, $15.24, $14.69
08/23/2019, $14.66, 1473251, $15.29, $15.44, $14.55
08/22/2019, $15.47, 1243840, $15.78, $15.85, $15.17
08/21/2019, $15.65, 1617863, $16.19, $16.2, $15.42
08/20/2019, $15.89, 1732519, $16.3, $16.3, $15.525
08/19/2019, $15.77, 1697147, $15.69, $15.925, $15.42
08/16/2019, $15.39, 2040464, $14.9, $15.59, $14.88
08/15/2019, $14.69, 1790409, $15.23, $15.235, $14.59
08/14/2019, $15.13, 3767771, $15.79, $15.89, $14.74
08/13/2019, $16.14, 2121818, $15.95, $16.53, $15.56
08/12/2019, $16.01, 2300611, $16.23, $16.47, $15.6393
08/09/2019, $16.36, 4476572, $18.22, $18.5, $16.03
08/08/2019, $18.74, 5078310, $18.41, $19.19, $17.7611
08/07/2019, $19.98, 4189262, $19.4, $20.2, $18.95
08/06/2019, $18.72, 1340471, $18.59, $19.08, $18.38
08/05/2019, $18.38, 1833860, $18.61, $18.9034, $18.08
08/02/2019, $19.49, 1851275, $19.5, $19.83, $19.02
08/01/2019, $19.63, 4144296, $19.42, $20.81, $19.08
07/31/2019, $19.05, 1980062, $19.24, $19.49, $18.72
07/30/2019, $19.12, 1199314, $18.59, $19.13, $18.45
07/29/2019, $18.64, 2123179, $18.69, $18.73, $17.6
07/26/2019, $18.77, 963600, $18.72, $18.9382, $18.47
07/25/2019, $18.74, 1284503, $18.77, $19.12, $18.57
07/24/2019, $18.7, 1458474, $18.76, $18.99, $18.34
07/23/2019, $18.79, 3918030, $19.87, $19.89, $17.58
07/22/2019, $19.89, 1063248, $19.8, $20.28, $19.61
07/19/2019, $19.77, 1668325, $20.09, $20.4596, $19.71
07/18/2019, $19.98, 1747429, $20.32, $20.43, $19.63
07/17/2019, $20.39, 2569491, $20.62, $21.42, $20.35
07/16/2019, $20.22, 1185356, $19.72, $20.43, $19.678
07/15/2019, $19.72, 954957, $19.92, $20.25, $19.5
07/12/2019, $19.91, 764685, $19.73, $20.08, $19.58
07/11/2019, $19.64, 852718, $19.98, $20.05, $19.55
07/10/2019, $19.89, 1439757, $20.03, $20.25, $19.3
07/09/2019, $19.87, 1503943, $19.78, $20.17, $19.51
07/08/2019, $19.82, 1106280, $20.1, $20.215, $19.6731
07/05/2019, $20.21, 1508572, $20.1, $20.3, $19.31
07/03/2019, $20.22, 1200968, $20.48, $20.67, $20
07/02/2019, $20.33, 3577348, $19.89, $20.47, $19.48
07/01/2019, $19.83, 5219864, $19.11, $20, $18.74
06/28/2019, $18.76, 6461425, $18.8, $18.845, $18.42
06/27/2019, $18.6, 1612280, $18.25, $18.695, $18.08
06/26/2019, $18.38, 1007956, $18.48, $18.84, $18.3
06/25/2019, $18.3, 1762143, $18.78, $18.8, $18.01
06/24/2019, $18.68, 2136724, $18.7, $18.9453, $18.47
06/21/2019, $18.52, 2034947, $18.56, $18.84, $18
06/20/2019, $18.75, 2982033, $18.32, $19.28, $18.31
06/19/2019, $18.26, 2617576, $18.3, $18.5, $17.11
06/18/2019, $18.27, 4233365, $18, $18.75, $17.47
06/17/2019, $17.09, 1252627, $16.43, $17.1269, $16.27
06/14/2019, $16.46, 684601, $16.96, $16.96, $16.2895
06/13/2019, $16.9, 809391, $16.36, $17, $16.36
06/12/2019, $16.3, 572910, $16.17, $16.7, $16.1001
06/11/2019, $16.51, 949965, $16.8, $17, $16.18
06/10/2019, $16.6, 1399260, $16.47, $17, $16.46
06/07/2019, $16.34, 923429, $16.34, $16.76, $16.29
06/06/2019, $16.19, 506447, $16.18, $16.24, $15.81
06/05/2019, $16.18, 707692, $16.07, $16.24, $15.6784
06/04/2019, $16, 1014048, $16.12, $16.31, $15.69
06/03/2019, $15.89, 793517, $15.66, $16.18, $15.57
05/31/2019, $15.66, 858624, $15.59, $15.71, $15.23
05/30/2019, $15.95, 842835, $15.57, $16.13, $15.57
05/29/2019, $15.58, 673257, $15.39, $15.7895, $15.1906
05/28/2019, $15.49, 955391, $14.95, $15.63, $14.92
05/24/2019, $15.64, 504955, $15.61, $15.96, $15.35
05/23/2019, $15.45, 1573643, $15.9, $16.27, $15.215
05/22/2019, $16.7, 733767, $16.5, $16.86, $16.5
05/21/2019, $16.62, 1468190, $15.95, $16.89, $15.95
05/20/2019, $15.71, 699662, $15.5, $15.92, $15.29
05/17/2019, $15.8, 1115345, $15.71, $15.9, $15.52
05/16/2019, $16.07, 1727935, $15.22, $16.2, $15.11
05/15/2019, $14.78, 617694, $14.55, $14.87, $14.51
05/14/2019, $14.77, 1015179, $14.34, $14.98, $14.34
05/13/2019, $14.3, 1257017, $14.83, $14.9056, $14.16
05/10/2019, $15.07, 1422511, $15.44, $15.53, $14.75
05/09/2019, $15.53, 2534901, $15.12, $15.93, $14.105
05/08/2019, $16.6, 1640631, $16.83, $16.91, $16.43
05/07/2019, $16.75, 1252392, $16.69, $16.96, $16.5
05/06/2019, $16.46, 1037043, $15.6, $16.52, $15.51
05/03/2019, $16, 1167820, $15.5, $16.085, $15.5
05/02/2019, $15.44, 893142, $15.32, $15.46, $14.9
05/01/2019, $15.34, 1167094, $15.41, $15.57, $14.9
04/30/2019, $15.21, 2583147, $16.34, $16.5, $14.79
04/29/2019, $17.13, 794998, $17.18, $17.31, $17.06
04/26/2019, $17.1, 722133, $16.96, $17.12, $16.74
04/25/2019, $16.93, 1234149, $17.01, $17.44, $16.79
04/24/2019, $16.91, 920184, $16.72, $17.02, $16.69
04/23/2019, $16.69, 1026583, $16.26, $16.9, $16.11
04/22/2019, $16.27, 533867, $16.2, $16.3, $15.9
04/18/2019, $16.27, 866777, $16.49, $16.74, $16.17
04/17/2019, $16.51, 961213, $16.15, $16.53, $16.03
04/16/2019, $16.08, 766295, $15.75, $16.15, $15.61
04/15/2019, $15.62, 618979, $15.63, $15.89, $15.49
04/12/2019, $15.68, 716118, $15.99, $16.1, $15.57
04/11/2019, $15.86, 1169488, $15.81, $16.17, $15.69
04/10/2019, $15.84, 1294503, $15.05, $16.06, $15.05
04/09/2019, $14.96, 712362, $15.33, $15.54, $14.92
04/08/2019, $15.39, 613169, $15.2, $15.41, $14.99
04/05/2019, $15.24, 1162681, $14.9, $15.4, $14.83
04/04/2019, $14.82, 781572, $14.84, $14.97, $14.7
04/03/2019, $14.87, 1039951, $14.32, $14.945, $14.27
04/02/2019, $14.22, 557064, $14.15, $14.36, $14.05
04/01/2019, $14.18, 691683, $14.24, $14.38, $13.95
03/29/2019, $14.06, 1020193, $14.37, $14.48, $13.99
03/28/2019, $14.27, 788031, $14.25, $14.33, $13.96
03/27/2019, $14.23, 934629, $14.23, $14.33, $13.73
