Date, Close/Last, Volume, Open, High, Low
05/28/2019, $58.35, 783794, $57.52, $58.55, $57.4
05/24/2019, $57.31, 677529, $57.63, $58.52, $57.2
05/23/2019, $57.33, 1120526, $58.22, $58.475, $56.86
05/22/2019, $59.06, 696039, $58.76, $59.55, $58.4
05/21/2019, $58.94, 864448, $58.13, $59.32, $58.13
05/20/2019, $57.77, 1098809, $58.12, $58.12, $56.92
05/17/2019, $58.38, 1281444, $59.85, $60.4, $58.34
05/16/2019, $60.67, 953052, $59.86, $61.45, $59.56
05/15/2019, $59.86, 947434, $58.64, $60.03, $58.6
05/14/2019, $59.33, 984560, $59.06, $59.9, $58.56
05/13/2019, $58.4, 1058275, $58.55, $59.2086, $57.4
05/10/2019, $59.99, 1216323, $58.8, $60.36, $58.5
05/09/2019, $58.92, 2025409, $59.3, $59.79, $57.88
05/08/2019, $60.33, 1854832, $61.47, $61.91, $60.25
05/07/2019, $61.69, 1968321, $59.5, $61.72, $59.28
05/06/2019, $60.29, 2110507, $59.58, $60.81, $58.57
05/03/2019, $61.76, 4455307, $61.39, $63.82, $60.46
05/02/2019, $59.86, 2017812, $61.15, $61.96, $59.745
05/01/2019, $60.87, 1261185, $62.09, $62.62, $60.82
04/30/2019, $61.53, 962772, $61.39, $62.06, $60.7
04/29/2019, $61.84, 828417, $61.49, $62.34, $61.35
04/26/2019, $61.54, 802276, $60.85, $61.76, $60.2
04/25/2019, $61.25, 1142062, $61.67, $62, $60.23
04/24/2019, $61.82, 1244616, $61.6, $62.66, $61.52
04/23/2019, $61.62, 1569231, $59.97, $61.93, $59.94
04/22/2019, $59.96, 849038, $59.84, $60.48, $59.4
04/18/2019, $59.85, 987855, $60.88, $61.1, $59.73
04/17/2019, $60.66, 997141, $61.07, $61.2, $60.22
04/16/2019, $60.51, 897519, $60.46, $60.6596, $59.6
04/15/2019, $60.23, 1007437, $60.66, $61.23, $60.17
04/12/2019, $60.18, 1237702, $61, $61, $59.51
04/11/2019, $60.63, 1578440, $60.46, $61.13, $59.66
04/10/2019, $60.77, 4912436, $58.85, $60.95, $58.4
04/09/2019, $56.13, 972770, $56.84, $56.9925, $55.94
04/08/2019, $57.08, 1289728, $56.16, $57.09, $55.96
04/05/2019, $56.29, 1338734, $55.5, $56.38, $55.32
04/04/2019, $55.38, 805423, $54.94, $55.39, $54.73
04/03/2019, $54.85, 1278239, $54.43, $55.49, $54.3
04/02/2019, $53.9, 718038, $54.2, $54.46, $53.24
04/01/2019, $54.11, 1299245, $53.29, $54.2, $53.18
03/29/2019, $52.84, 904061, $52.68, $53, $52.3458
03/28/2019, $52.02, 1067973, $51.21, $52.08, $51
03/27/2019, $51.19, 861418, $50.98, $51.4, $50.21
